----------------------------------------
chain_id_jsonl is NOT loaded
----------------------------------------
fixed_positions_jsonl is NOT loaded
----------------------------------------
pssm_jsonl is NOT loaded
----------------------------------------
omit_AA_jsonl is NOT loaded
----------------------------------------
bias_AA_jsonl is NOT loaded
----------------------------------------
tied_positions_jsonl is NOT loaded
----------------------------------------
bias by residue dictionary is not loaded, or not provided
----------------------------------------
----------------------------------------
Number of edges: 48
Training noise level: 0.2A
Score for 2B3P_new from PDB, mean: 1.0909, std: 0.0000, sample size: 1,  global score, mean: 1.0909, std: 0.0000, sample size: 1
Score for 2B3P_new_22 from FASTA, mean: 2.9166, std: 0.0000, sample size: 1,  global score, mean: 2.9166, std: 0.0000, sample size: 1
Score for 2B3P_new_23 from FASTA, mean: 2.8837, std: 0.0000, sample size: 1,  global score, mean: 2.8837, std: 0.0000, sample size: 1
Score for 2B3P_new_24 from FASTA, mean: 3.0461, std: 0.0000, sample size: 1,  global score, mean: 3.0461, std: 0.0000, sample size: 1
Score for 2B3P_new_25 from FASTA, mean: 2.9776, std: 0.0000, sample size: 1,  global score, mean: 2.9776, std: 0.0000, sample size: 1
Score for 2B3P_new_26 from FASTA, mean: 2.9471, std: 0.0000, sample size: 1,  global score, mean: 2.9471, std: 0.0000, sample size: 1
Score for 2B3P_new_27 from FASTA, mean: 2.9510, std: 0.0000, sample size: 1,  global score, mean: 2.9510, std: 0.0000, sample size: 1
Score for 2B3P_new_28 from FASTA, mean: 2.9729, std: 0.0000, sample size: 1,  global score, mean: 2.9729, std: 0.0000, sample size: 1
Score for 2B3P_new_29 from FASTA, mean: 2.8584, std: 0.0000, sample size: 1,  global score, mean: 2.8584, std: 0.0000, sample size: 1
Score for 2B3P_new_30 from FASTA, mean: 2.9857, std: 0.0000, sample size: 1,  global score, mean: 2.9857, std: 0.0000, sample size: 1
Score for 2B3P_new_31 from FASTA, mean: 2.9601, std: 0.0000, sample size: 1,  global score, mean: 2.9601, std: 0.0000, sample size: 1
Score for 2B3P_new_32 from FASTA, mean: 2.9865, std: 0.0000, sample size: 1,  global score, mean: 2.9865, std: 0.0000, sample size: 1
Score for 2B3P_new_33 from FASTA, mean: 2.8795, std: 0.0000, sample size: 1,  global score, mean: 2.8795, std: 0.0000, sample size: 1
Score for 2B3P_new_34 from FASTA, mean: 3.0364, std: 0.0000, sample size: 1,  global score, mean: 3.0364, std: 0.0000, sample size: 1
Score for 2B3P_new_35 from FASTA, mean: 2.9932, std: 0.0000, sample size: 1,  global score, mean: 2.9932, std: 0.0000, sample size: 1
Score for 2B3P_new_36 from FASTA, mean: 2.9542, std: 0.0000, sample size: 1,  global score, mean: 2.9542, std: 0.0000, sample size: 1
Score for 2B3P_new_37 from FASTA, mean: 2.9635, std: 0.0000, sample size: 1,  global score, mean: 2.9635, std: 0.0000, sample size: 1
Score for 2B3P_new_38 from FASTA, mean: 2.9971, std: 0.0000, sample size: 1,  global score, mean: 2.9971, std: 0.0000, sample size: 1
Score for 2B3P_new_39 from FASTA, mean: 2.9292, std: 0.0000, sample size: 1,  global score, mean: 2.9292, std: 0.0000, sample size: 1
Score for 2B3P_new_40 from FASTA, mean: 2.9476, std: 0.0000, sample size: 1,  global score, mean: 2.9476, std: 0.0000, sample size: 1
Score for 2B3P_new_41 from FASTA, mean: 2.9900, std: 0.0000, sample size: 1,  global score, mean: 2.9900, std: 0.0000, sample size: 1
Score for 2B3P_new_42 from FASTA, mean: 3.0151, std: 0.0000, sample size: 1,  global score, mean: 3.0151, std: 0.0000, sample size: 1
Score for 2B3P_new_43 from FASTA, mean: 2.9318, std: 0.0000, sample size: 1,  global score, mean: 2.9318, std: 0.0000, sample size: 1
Score for 2B3P_new_44 from FASTA, mean: 3.0058, std: 0.0000, sample size: 1,  global score, mean: 3.0058, std: 0.0000, sample size: 1
Score for 2B3P_new_45 from FASTA, mean: 2.8863, std: 0.0000, sample size: 1,  global score, mean: 2.8863, std: 0.0000, sample size: 1
Score for 2B3P_new_46 from FASTA, mean: 2.9176, std: 0.0000, sample size: 1,  global score, mean: 2.9176, std: 0.0000, sample size: 1
Score for 2B3P_new_47 from FASTA, mean: 3.0216, std: 0.0000, sample size: 1,  global score, mean: 3.0216, std: 0.0000, sample size: 1
Score for 2B3P_new_48 from FASTA, mean: 2.9828, std: 0.0000, sample size: 1,  global score, mean: 2.9828, std: 0.0000, sample size: 1
Score for 2B3P_new_49 from FASTA, mean: 2.9389, std: 0.0000, sample size: 1,  global score, mean: 2.9389, std: 0.0000, sample size: 1
Score for 2B3P_new_50 from FASTA, mean: 2.9152, std: 0.0000, sample size: 1,  global score, mean: 2.9152, std: 0.0000, sample size: 1
Score for 2B3P_new_51 from FASTA, mean: 2.9303, std: 0.0000, sample size: 1,  global score, mean: 2.9303, std: 0.0000, sample size: 1
Score for 2B3P_new_52 from FASTA, mean: 2.9695, std: 0.0000, sample size: 1,  global score, mean: 2.9695, std: 0.0000, sample size: 1
Score for 2B3P_new_53 from FASTA, mean: 3.0335, std: 0.0000, sample size: 1,  global score, mean: 3.0335, std: 0.0000, sample size: 1
Score for 2B3P_new_54 from FASTA, mean: 2.9957, std: 0.0000, sample size: 1,  global score, mean: 2.9957, std: 0.0000, sample size: 1
Score for 2B3P_new_55 from FASTA, mean: 2.9296, std: 0.0000, sample size: 1,  global score, mean: 2.9296, std: 0.0000, sample size: 1
Score for 2B3P_new_56 from FASTA, mean: 3.0044, std: 0.0000, sample size: 1,  global score, mean: 3.0044, std: 0.0000, sample size: 1
Score for 2B3P_new_57 from FASTA, mean: 2.9248, std: 0.0000, sample size: 1,  global score, mean: 2.9248, std: 0.0000, sample size: 1
Score for 2B3P_new_58 from FASTA, mean: 3.0097, std: 0.0000, sample size: 1,  global score, mean: 3.0097, std: 0.0000, sample size: 1
Score for 2B3P_new_59 from FASTA, mean: 2.8731, std: 0.0000, sample size: 1,  global score, mean: 2.8731, std: 0.0000, sample size: 1
Score for 2B3P_new_60 from FASTA, mean: 2.9595, std: 0.0000, sample size: 1,  global score, mean: 2.9595, std: 0.0000, sample size: 1
Score for 2B3P_new_61 from FASTA, mean: 2.9459, std: 0.0000, sample size: 1,  global score, mean: 2.9459, std: 0.0000, sample size: 1
Score for 2B3P_new_62 from FASTA, mean: 2.9367, std: 0.0000, sample size: 1,  global score, mean: 2.9367, std: 0.0000, sample size: 1
Score for 2B3P_new_63 from FASTA, mean: 3.0785, std: 0.0000, sample size: 1,  global score, mean: 3.0785, std: 0.0000, sample size: 1
Score for 2B3P_new_64 from FASTA, mean: 2.9108, std: 0.0000, sample size: 1,  global score, mean: 2.9108, std: 0.0000, sample size: 1
Score for 2B3P_new_65 from FASTA, mean: 3.0549, std: 0.0000, sample size: 1,  global score, mean: 3.0549, std: 0.0000, sample size: 1
Score for 2B3P_new_66 from FASTA, mean: 2.9355, std: 0.0000, sample size: 1,  global score, mean: 2.9355, std: 0.0000, sample size: 1
Score for 2B3P_new_67 from FASTA, mean: 2.9717, std: 0.0000, sample size: 1,  global score, mean: 2.9717, std: 0.0000, sample size: 1
Score for 2B3P_new_68 from FASTA, mean: 2.9743, std: 0.0000, sample size: 1,  global score, mean: 2.9743, std: 0.0000, sample size: 1
Score for 2B3P_new_69 from FASTA, mean: 3.0720, std: 0.0000, sample size: 1,  global score, mean: 3.0720, std: 0.0000, sample size: 1
Score for 2B3P_new_70 from FASTA, mean: 2.9869, std: 0.0000, sample size: 1,  global score, mean: 2.9869, std: 0.0000, sample size: 1
Score for 2B3P_new_71 from FASTA, mean: 2.9105, std: 0.0000, sample size: 1,  global score, mean: 2.9105, std: 0.0000, sample size: 1
Score for 2B3P_new_72 from FASTA, mean: 3.0026, std: 0.0000, sample size: 1,  global score, mean: 3.0026, std: 0.0000, sample size: 1
Score for 2B3P_new_73 from FASTA, mean: 2.9446, std: 0.0000, sample size: 1,  global score, mean: 2.9446, std: 0.0000, sample size: 1
Score for 2B3P_new_74 from FASTA, mean: 2.9174, std: 0.0000, sample size: 1,  global score, mean: 2.9174, std: 0.0000, sample size: 1
Score for 2B3P_new_75 from FASTA, mean: 2.9653, std: 0.0000, sample size: 1,  global score, mean: 2.9653, std: 0.0000, sample size: 1
Score for 2B3P_new_76 from FASTA, mean: 2.9994, std: 0.0000, sample size: 1,  global score, mean: 2.9994, std: 0.0000, sample size: 1
Score for 2B3P_new_77 from FASTA, mean: 2.9435, std: 0.0000, sample size: 1,  global score, mean: 2.9435, std: 0.0000, sample size: 1
Score for 2B3P_new_78 from FASTA, mean: 2.9443, std: 0.0000, sample size: 1,  global score, mean: 2.9443, std: 0.0000, sample size: 1
Score for 2B3P_new_79 from FASTA, mean: 2.9654, std: 0.0000, sample size: 1,  global score, mean: 2.9654, std: 0.0000, sample size: 1
Score for 2B3P_new_80 from FASTA, mean: 2.9620, std: 0.0000, sample size: 1,  global score, mean: 2.9620, std: 0.0000, sample size: 1
Score for 2B3P_new_81 from FASTA, mean: 3.0571, std: 0.0000, sample size: 1,  global score, mean: 3.0571, std: 0.0000, sample size: 1
Score for 2B3P_new_82 from FASTA, mean: 2.8796, std: 0.0000, sample size: 1,  global score, mean: 2.8796, std: 0.0000, sample size: 1
Score for 2B3P_new_83 from FASTA, mean: 2.9738, std: 0.0000, sample size: 1,  global score, mean: 2.9738, std: 0.0000, sample size: 1
Score for 2B3P_new_84 from FASTA, mean: 3.0563, std: 0.0000, sample size: 1,  global score, mean: 3.0563, std: 0.0000, sample size: 1
Score for 2B3P_new_85 from FASTA, mean: 3.0177, std: 0.0000, sample size: 1,  global score, mean: 3.0177, std: 0.0000, sample size: 1
Score for 2B3P_new_86 from FASTA, mean: 2.9326, std: 0.0000, sample size: 1,  global score, mean: 2.9326, std: 0.0000, sample size: 1
Score for 2B3P_new_87 from FASTA, mean: 2.8332, std: 0.0000, sample size: 1,  global score, mean: 2.8332, std: 0.0000, sample size: 1
Score for 2B3P_new_88 from FASTA, mean: 2.9715, std: 0.0000, sample size: 1,  global score, mean: 2.9715, std: 0.0000, sample size: 1
Score for 2B3P_new_89 from FASTA, mean: 3.0159, std: 0.0000, sample size: 1,  global score, mean: 3.0159, std: 0.0000, sample size: 1
Score for 2B3P_new_90 from FASTA, mean: 2.8673, std: 0.0000, sample size: 1,  global score, mean: 2.8673, std: 0.0000, sample size: 1
Score for 2B3P_new_91 from FASTA, mean: 2.9401, std: 0.0000, sample size: 1,  global score, mean: 2.9401, std: 0.0000, sample size: 1
Score for 2B3P_new_92 from FASTA, mean: 2.9814, std: 0.0000, sample size: 1,  global score, mean: 2.9814, std: 0.0000, sample size: 1
Score for 2B3P_new_93 from FASTA, mean: 2.9718, std: 0.0000, sample size: 1,  global score, mean: 2.9718, std: 0.0000, sample size: 1
Score for 2B3P_new_94 from FASTA, mean: 3.0040, std: 0.0000, sample size: 1,  global score, mean: 3.0040, std: 0.0000, sample size: 1
Score for 2B3P_new_95 from FASTA, mean: 3.0713, std: 0.0000, sample size: 1,  global score, mean: 3.0713, std: 0.0000, sample size: 1
Score for 2B3P_new_96 from FASTA, mean: 2.9737, std: 0.0000, sample size: 1,  global score, mean: 2.9737, std: 0.0000, sample size: 1
Score for 2B3P_new_97 from FASTA, mean: 2.9069, std: 0.0000, sample size: 1,  global score, mean: 2.9069, std: 0.0000, sample size: 1
Score for 2B3P_new_98 from FASTA, mean: 2.8742, std: 0.0000, sample size: 1,  global score, mean: 2.8742, std: 0.0000, sample size: 1
Score for 2B3P_new_99 from FASTA, mean: 2.9122, std: 0.0000, sample size: 1,  global score, mean: 2.9122, std: 0.0000, sample size: 1
Score for 2B3P_new_100 from FASTA, mean: 2.9784, std: 0.0000, sample size: 1,  global score, mean: 2.9784, std: 0.0000, sample size: 1
Score for 2B3P_new_101 from FASTA, mean: 3.0368, std: 0.0000, sample size: 1,  global score, mean: 3.0368, std: 0.0000, sample size: 1
Score for 2B3P_new_102 from FASTA, mean: 3.0687, std: 0.0000, sample size: 1,  global score, mean: 3.0687, std: 0.0000, sample size: 1
Score for 2B3P_new_103 from FASTA, mean: 3.0990, std: 0.0000, sample size: 1,  global score, mean: 3.0990, std: 0.0000, sample size: 1
Score for 2B3P_new_104 from FASTA, mean: 3.0104, std: 0.0000, sample size: 1,  global score, mean: 3.0104, std: 0.0000, sample size: 1
Score for 2B3P_new_105 from FASTA, mean: 2.9922, std: 0.0000, sample size: 1,  global score, mean: 2.9922, std: 0.0000, sample size: 1
Score for 2B3P_new_106 from FASTA, mean: 3.1513, std: 0.0000, sample size: 1,  global score, mean: 3.1513, std: 0.0000, sample size: 1
Score for 2B3P_new_107 from FASTA, mean: 3.0029, std: 0.0000, sample size: 1,  global score, mean: 3.0029, std: 0.0000, sample size: 1
Score for 2B3P_new_108 from FASTA, mean: 3.0643, std: 0.0000, sample size: 1,  global score, mean: 3.0643, std: 0.0000, sample size: 1
Score for 2B3P_new_109 from FASTA, mean: 3.0686, std: 0.0000, sample size: 1,  global score, mean: 3.0686, std: 0.0000, sample size: 1
Score for 2B3P_new_110 from FASTA, mean: 2.9477, std: 0.0000, sample size: 1,  global score, mean: 2.9477, std: 0.0000, sample size: 1
Score for 2B3P_new_111 from FASTA, mean: 3.0051, std: 0.0000, sample size: 1,  global score, mean: 3.0051, std: 0.0000, sample size: 1
Score for 2B3P_new_112 from FASTA, mean: 3.0852, std: 0.0000, sample size: 1,  global score, mean: 3.0852, std: 0.0000, sample size: 1
Score for 2B3P_new_113 from FASTA, mean: 3.1102, std: 0.0000, sample size: 1,  global score, mean: 3.1102, std: 0.0000, sample size: 1
Score for 2B3P_new_114 from FASTA, mean: 2.9755, std: 0.0000, sample size: 1,  global score, mean: 2.9755, std: 0.0000, sample size: 1
Score for 2B3P_new_115 from FASTA, mean: 2.9288, std: 0.0000, sample size: 1,  global score, mean: 2.9288, std: 0.0000, sample size: 1
Score for 2B3P_new_116 from FASTA, mean: 3.0573, std: 0.0000, sample size: 1,  global score, mean: 3.0573, std: 0.0000, sample size: 1
Score for 2B3P_new_117 from FASTA, mean: 3.0199, std: 0.0000, sample size: 1,  global score, mean: 3.0199, std: 0.0000, sample size: 1
Score for 2B3P_new_118 from FASTA, mean: 3.0859, std: 0.0000, sample size: 1,  global score, mean: 3.0859, std: 0.0000, sample size: 1
Score for 2B3P_new_119 from FASTA, mean: 3.0511, std: 0.0000, sample size: 1,  global score, mean: 3.0511, std: 0.0000, sample size: 1
Score for 2B3P_new_120 from FASTA, mean: 3.0269, std: 0.0000, sample size: 1,  global score, mean: 3.0269, std: 0.0000, sample size: 1
Score for 2B3P_new_121 from FASTA, mean: 2.9617, std: 0.0000, sample size: 1,  global score, mean: 2.9617, std: 0.0000, sample size: 1
Score for 2B3P_new_122 from FASTA, mean: 3.0195, std: 0.0000, sample size: 1,  global score, mean: 3.0195, std: 0.0000, sample size: 1
Score for 2B3P_new_123 from FASTA, mean: 2.9834, std: 0.0000, sample size: 1,  global score, mean: 2.9834, std: 0.0000, sample size: 1
Score for 2B3P_new_124 from FASTA, mean: 3.0425, std: 0.0000, sample size: 1,  global score, mean: 3.0425, std: 0.0000, sample size: 1
Score for 2B3P_new_125 from FASTA, mean: 2.9992, std: 0.0000, sample size: 1,  global score, mean: 2.9992, std: 0.0000, sample size: 1
Score for 2B3P_new_126 from FASTA, mean: 2.9434, std: 0.0000, sample size: 1,  global score, mean: 2.9434, std: 0.0000, sample size: 1
Score for 2B3P_new_127 from FASTA, mean: 2.9954, std: 0.0000, sample size: 1,  global score, mean: 2.9954, std: 0.0000, sample size: 1
Score for 2B3P_new_128 from FASTA, mean: 2.9282, std: 0.0000, sample size: 1,  global score, mean: 2.9282, std: 0.0000, sample size: 1
Score for 2B3P_new_129 from FASTA, mean: 3.0374, std: 0.0000, sample size: 1,  global score, mean: 3.0374, std: 0.0000, sample size: 1
Score for 2B3P_new_130 from FASTA, mean: 2.9958, std: 0.0000, sample size: 1,  global score, mean: 2.9958, std: 0.0000, sample size: 1
Score for 2B3P_new_131 from FASTA, mean: 3.0451, std: 0.0000, sample size: 1,  global score, mean: 3.0451, std: 0.0000, sample size: 1
Score for 2B3P_new_132 from FASTA, mean: 2.9834, std: 0.0000, sample size: 1,  global score, mean: 2.9834, std: 0.0000, sample size: 1
Score for 2B3P_new_133 from FASTA, mean: 3.0272, std: 0.0000, sample size: 1,  global score, mean: 3.0272, std: 0.0000, sample size: 1
Score for 2B3P_new_134 from FASTA, mean: 2.8807, std: 0.0000, sample size: 1,  global score, mean: 2.8807, std: 0.0000, sample size: 1
Score for 2B3P_new_135 from FASTA, mean: 3.0343, std: 0.0000, sample size: 1,  global score, mean: 3.0343, std: 0.0000, sample size: 1
Score for 2B3P_new_136 from FASTA, mean: 3.0454, std: 0.0000, sample size: 1,  global score, mean: 3.0454, std: 0.0000, sample size: 1
Score for 2B3P_new_137 from FASTA, mean: 3.0061, std: 0.0000, sample size: 1,  global score, mean: 3.0061, std: 0.0000, sample size: 1
Score for 2B3P_new_138 from FASTA, mean: 3.0883, std: 0.0000, sample size: 1,  global score, mean: 3.0883, std: 0.0000, sample size: 1
Score for 2B3P_new_139 from FASTA, mean: 2.9446, std: 0.0000, sample size: 1,  global score, mean: 2.9446, std: 0.0000, sample size: 1
Score for 2B3P_new_140 from FASTA, mean: 2.9628, std: 0.0000, sample size: 1,  global score, mean: 2.9628, std: 0.0000, sample size: 1
Score for 2B3P_new_141 from FASTA, mean: 2.8841, std: 0.0000, sample size: 1,  global score, mean: 2.8841, std: 0.0000, sample size: 1
Score for 2B3P_new_142 from FASTA, mean: 2.9722, std: 0.0000, sample size: 1,  global score, mean: 2.9722, std: 0.0000, sample size: 1
Score for 2B3P_new_143 from FASTA, mean: 2.9723, std: 0.0000, sample size: 1,  global score, mean: 2.9723, std: 0.0000, sample size: 1
Score for 2B3P_new_144 from FASTA, mean: 3.0319, std: 0.0000, sample size: 1,  global score, mean: 3.0319, std: 0.0000, sample size: 1
Score for 2B3P_new_145 from FASTA, mean: 2.9937, std: 0.0000, sample size: 1,  global score, mean: 2.9937, std: 0.0000, sample size: 1
Score for 2B3P_new_146 from FASTA, mean: 2.9804, std: 0.0000, sample size: 1,  global score, mean: 2.9804, std: 0.0000, sample size: 1
Score for 2B3P_new_147 from FASTA, mean: 2.9783, std: 0.0000, sample size: 1,  global score, mean: 2.9783, std: 0.0000, sample size: 1
Score for 2B3P_new_148 from FASTA, mean: 2.9945, std: 0.0000, sample size: 1,  global score, mean: 2.9945, std: 0.0000, sample size: 1
Score for 2B3P_new_149 from FASTA, mean: 3.0009, std: 0.0000, sample size: 1,  global score, mean: 3.0009, std: 0.0000, sample size: 1
Score for 2B3P_new_150 from FASTA, mean: 2.9836, std: 0.0000, sample size: 1,  global score, mean: 2.9836, std: 0.0000, sample size: 1
Score for 2B3P_new_151 from FASTA, mean: 3.0403, std: 0.0000, sample size: 1,  global score, mean: 3.0403, std: 0.0000, sample size: 1
Score for 2B3P_new_152 from FASTA, mean: 2.9263, std: 0.0000, sample size: 1,  global score, mean: 2.9263, std: 0.0000, sample size: 1
Score for 2B3P_new_153 from FASTA, mean: 3.0478, std: 0.0000, sample size: 1,  global score, mean: 3.0478, std: 0.0000, sample size: 1
Score for 2B3P_new_154 from FASTA, mean: 3.0049, std: 0.0000, sample size: 1,  global score, mean: 3.0049, std: 0.0000, sample size: 1
Score for 2B3P_new_155 from FASTA, mean: 2.8770, std: 0.0000, sample size: 1,  global score, mean: 2.8770, std: 0.0000, sample size: 1
Score for 2B3P_new_156 from FASTA, mean: 2.9953, std: 0.0000, sample size: 1,  global score, mean: 2.9953, std: 0.0000, sample size: 1
Score for 2B3P_new_157 from FASTA, mean: 2.9553, std: 0.0000, sample size: 1,  global score, mean: 2.9553, std: 0.0000, sample size: 1
Score for 2B3P_new_158 from FASTA, mean: 3.0951, std: 0.0000, sample size: 1,  global score, mean: 3.0951, std: 0.0000, sample size: 1
Score for 2B3P_new_159 from FASTA, mean: 2.9827, std: 0.0000, sample size: 1,  global score, mean: 2.9827, std: 0.0000, sample size: 1
Score for 2B3P_new_160 from FASTA, mean: 2.9574, std: 0.0000, sample size: 1,  global score, mean: 2.9574, std: 0.0000, sample size: 1
Score for 2B3P_new_161 from FASTA, mean: 2.9259, std: 0.0000, sample size: 1,  global score, mean: 2.9259, std: 0.0000, sample size: 1
Score for 2B3P_new_162 from FASTA, mean: 3.0236, std: 0.0000, sample size: 1,  global score, mean: 3.0236, std: 0.0000, sample size: 1
Score for 2B3P_new_163 from FASTA, mean: 3.0333, std: 0.0000, sample size: 1,  global score, mean: 3.0333, std: 0.0000, sample size: 1
Score for 2B3P_new_164 from FASTA, mean: 2.9657, std: 0.0000, sample size: 1,  global score, mean: 2.9657, std: 0.0000, sample size: 1
Score for 2B3P_new_165 from FASTA, mean: 3.0587, std: 0.0000, sample size: 1,  global score, mean: 3.0587, std: 0.0000, sample size: 1
Score for 2B3P_new_166 from FASTA, mean: 3.0350, std: 0.0000, sample size: 1,  global score, mean: 3.0350, std: 0.0000, sample size: 1
Score for 2B3P_new_167 from FASTA, mean: 2.9697, std: 0.0000, sample size: 1,  global score, mean: 2.9697, std: 0.0000, sample size: 1
Score for 2B3P_new_168 from FASTA, mean: 2.9526, std: 0.0000, sample size: 1,  global score, mean: 2.9526, std: 0.0000, sample size: 1
Score for 2B3P_new_169 from FASTA, mean: 2.9617, std: 0.0000, sample size: 1,  global score, mean: 2.9617, std: 0.0000, sample size: 1
Score for 2B3P_new_170 from FASTA, mean: 2.9578, std: 0.0000, sample size: 1,  global score, mean: 2.9578, std: 0.0000, sample size: 1
Score for 2B3P_new_171 from FASTA, mean: 3.0160, std: 0.0000, sample size: 1,  global score, mean: 3.0160, std: 0.0000, sample size: 1
Score for 2B3P_new_172 from FASTA, mean: 2.9948, std: 0.0000, sample size: 1,  global score, mean: 2.9948, std: 0.0000, sample size: 1
Score for 2B3P_new_173 from FASTA, mean: 2.9844, std: 0.0000, sample size: 1,  global score, mean: 2.9844, std: 0.0000, sample size: 1
Score for 2B3P_new_174 from FASTA, mean: 2.9795, std: 0.0000, sample size: 1,  global score, mean: 2.9795, std: 0.0000, sample size: 1
Score for 2B3P_new_175 from FASTA, mean: 3.0045, std: 0.0000, sample size: 1,  global score, mean: 3.0045, std: 0.0000, sample size: 1
Score for 2B3P_new_176 from FASTA, mean: 2.9335, std: 0.0000, sample size: 1,  global score, mean: 2.9335, std: 0.0000, sample size: 1
Score for 2B3P_new_177 from FASTA, mean: 3.0171, std: 0.0000, sample size: 1,  global score, mean: 3.0171, std: 0.0000, sample size: 1
Score for 2B3P_new_178 from FASTA, mean: 3.1431, std: 0.0000, sample size: 1,  global score, mean: 3.1431, std: 0.0000, sample size: 1
Score for 2B3P_new_179 from FASTA, mean: 3.0191, std: 0.0000, sample size: 1,  global score, mean: 3.0191, std: 0.0000, sample size: 1
Score for 2B3P_new_180 from FASTA, mean: 2.9700, std: 0.0000, sample size: 1,  global score, mean: 2.9700, std: 0.0000, sample size: 1
Score for 2B3P_new_181 from FASTA, mean: 3.0549, std: 0.0000, sample size: 1,  global score, mean: 3.0549, std: 0.0000, sample size: 1
Score for 2B3P_new_182 from FASTA, mean: 3.0043, std: 0.0000, sample size: 1,  global score, mean: 3.0043, std: 0.0000, sample size: 1
Score for 2B3P_new_183 from FASTA, mean: 2.9258, std: 0.0000, sample size: 1,  global score, mean: 2.9258, std: 0.0000, sample size: 1
Score for 2B3P_new_184 from FASTA, mean: 3.1123, std: 0.0000, sample size: 1,  global score, mean: 3.1123, std: 0.0000, sample size: 1
Score for 2B3P_new_185 from FASTA, mean: 2.9466, std: 0.0000, sample size: 1,  global score, mean: 2.9466, std: 0.0000, sample size: 1
Score for 2B3P_new_186 from FASTA, mean: 2.9292, std: 0.0000, sample size: 1,  global score, mean: 2.9292, std: 0.0000, sample size: 1
Score for 2B3P_new_187 from FASTA, mean: 3.0451, std: 0.0000, sample size: 1,  global score, mean: 3.0451, std: 0.0000, sample size: 1
Score for 2B3P_new_188 from FASTA, mean: 2.9740, std: 0.0000, sample size: 1,  global score, mean: 2.9740, std: 0.0000, sample size: 1
Score for 2B3P_new_189 from FASTA, mean: 2.8700, std: 0.0000, sample size: 1,  global score, mean: 2.8700, std: 0.0000, sample size: 1
