----------------------------------------
chain_id_jsonl is NOT loaded
----------------------------------------
fixed_positions_jsonl is NOT loaded
----------------------------------------
pssm_jsonl is NOT loaded
----------------------------------------
omit_AA_jsonl is NOT loaded
----------------------------------------
bias_AA_jsonl is NOT loaded
----------------------------------------
tied_positions_jsonl is NOT loaded
----------------------------------------
bias by residue dictionary is not loaded, or not provided
----------------------------------------
----------------------------------------
Number of edges: 48
Training noise level: 0.2A
Score for 2B3P_new from PDB, mean: 1.0754, std: 0.0000, sample size: 1,  global score, mean: 1.0754, std: 0.0000, sample size: 1
Score for 2B3P_new_26 from FASTA, mean: 2.9681, std: 0.0000, sample size: 1,  global score, mean: 2.9681, std: 0.0000, sample size: 1
Score for 2B3P_new_27 from FASTA, mean: 2.9766, std: 0.0000, sample size: 1,  global score, mean: 2.9766, std: 0.0000, sample size: 1
Score for 2B3P_new_28 from FASTA, mean: 2.9776, std: 0.0000, sample size: 1,  global score, mean: 2.9776, std: 0.0000, sample size: 1
Score for 2B3P_new_29 from FASTA, mean: 2.9764, std: 0.0000, sample size: 1,  global score, mean: 2.9764, std: 0.0000, sample size: 1
Score for 2B3P_new_30 from FASTA, mean: 2.9242, std: 0.0000, sample size: 1,  global score, mean: 2.9242, std: 0.0000, sample size: 1
Score for 2B3P_new_31 from FASTA, mean: 2.9298, std: 0.0000, sample size: 1,  global score, mean: 2.9298, std: 0.0000, sample size: 1
Score for 2B3P_new_32 from FASTA, mean: 2.9903, std: 0.0000, sample size: 1,  global score, mean: 2.9903, std: 0.0000, sample size: 1
Score for 2B3P_new_33 from FASTA, mean: 2.9325, std: 0.0000, sample size: 1,  global score, mean: 2.9325, std: 0.0000, sample size: 1
Score for 2B3P_new_34 from FASTA, mean: 3.1148, std: 0.0000, sample size: 1,  global score, mean: 3.1148, std: 0.0000, sample size: 1
Score for 2B3P_new_35 from FASTA, mean: 3.0161, std: 0.0000, sample size: 1,  global score, mean: 3.0161, std: 0.0000, sample size: 1
Score for 2B3P_new_36 from FASTA, mean: 2.9664, std: 0.0000, sample size: 1,  global score, mean: 2.9664, std: 0.0000, sample size: 1
Score for 2B3P_new_37 from FASTA, mean: 2.9078, std: 0.0000, sample size: 1,  global score, mean: 2.9078, std: 0.0000, sample size: 1
Score for 2B3P_new_38 from FASTA, mean: 2.9177, std: 0.0000, sample size: 1,  global score, mean: 2.9177, std: 0.0000, sample size: 1
Score for 2B3P_new_39 from FASTA, mean: 2.9946, std: 0.0000, sample size: 1,  global score, mean: 2.9946, std: 0.0000, sample size: 1
Score for 2B3P_new_40 from FASTA, mean: 2.9905, std: 0.0000, sample size: 1,  global score, mean: 2.9905, std: 0.0000, sample size: 1
Score for 2B3P_new_41 from FASTA, mean: 2.9836, std: 0.0000, sample size: 1,  global score, mean: 2.9836, std: 0.0000, sample size: 1
Score for 2B3P_new_42 from FASTA, mean: 3.0185, std: 0.0000, sample size: 1,  global score, mean: 3.0185, std: 0.0000, sample size: 1
Score for 2B3P_new_43 from FASTA, mean: 2.8789, std: 0.0000, sample size: 1,  global score, mean: 2.8789, std: 0.0000, sample size: 1
Score for 2B3P_new_44 from FASTA, mean: 2.9090, std: 0.0000, sample size: 1,  global score, mean: 2.9090, std: 0.0000, sample size: 1
Score for 2B3P_new_45 from FASTA, mean: 2.9036, std: 0.0000, sample size: 1,  global score, mean: 2.9036, std: 0.0000, sample size: 1
Score for 2B3P_new_46 from FASTA, mean: 2.9324, std: 0.0000, sample size: 1,  global score, mean: 2.9324, std: 0.0000, sample size: 1
Score for 2B3P_new_47 from FASTA, mean: 2.9211, std: 0.0000, sample size: 1,  global score, mean: 2.9211, std: 0.0000, sample size: 1
Score for 2B3P_new_48 from FASTA, mean: 2.9173, std: 0.0000, sample size: 1,  global score, mean: 2.9173, std: 0.0000, sample size: 1
Score for 2B3P_new_49 from FASTA, mean: 2.9422, std: 0.0000, sample size: 1,  global score, mean: 2.9422, std: 0.0000, sample size: 1
Score for 2B3P_new_50 from FASTA, mean: 3.0077, std: 0.0000, sample size: 1,  global score, mean: 3.0077, std: 0.0000, sample size: 1
Score for 2B3P_new_51 from FASTA, mean: 2.9146, std: 0.0000, sample size: 1,  global score, mean: 2.9146, std: 0.0000, sample size: 1
Score for 2B3P_new_52 from FASTA, mean: 2.9311, std: 0.0000, sample size: 1,  global score, mean: 2.9311, std: 0.0000, sample size: 1
Score for 2B3P_new_53 from FASTA, mean: 2.9394, std: 0.0000, sample size: 1,  global score, mean: 2.9394, std: 0.0000, sample size: 1
Score for 2B3P_new_54 from FASTA, mean: 3.0116, std: 0.0000, sample size: 1,  global score, mean: 3.0116, std: 0.0000, sample size: 1
Score for 2B3P_new_55 from FASTA, mean: 2.9342, std: 0.0000, sample size: 1,  global score, mean: 2.9342, std: 0.0000, sample size: 1
Score for 2B3P_new_56 from FASTA, mean: 3.0471, std: 0.0000, sample size: 1,  global score, mean: 3.0471, std: 0.0000, sample size: 1
Score for 2B3P_new_57 from FASTA, mean: 2.9537, std: 0.0000, sample size: 1,  global score, mean: 2.9537, std: 0.0000, sample size: 1
Score for 2B3P_new_58 from FASTA, mean: 2.9919, std: 0.0000, sample size: 1,  global score, mean: 2.9919, std: 0.0000, sample size: 1
Score for 2B3P_new_59 from FASTA, mean: 2.8678, std: 0.0000, sample size: 1,  global score, mean: 2.8678, std: 0.0000, sample size: 1
Score for 2B3P_new_60 from FASTA, mean: 3.0040, std: 0.0000, sample size: 1,  global score, mean: 3.0040, std: 0.0000, sample size: 1
Score for 2B3P_new_61 from FASTA, mean: 2.9364, std: 0.0000, sample size: 1,  global score, mean: 2.9364, std: 0.0000, sample size: 1
Score for 2B3P_new_62 from FASTA, mean: 2.8913, std: 0.0000, sample size: 1,  global score, mean: 2.8913, std: 0.0000, sample size: 1
Score for 2B3P_new_63 from FASTA, mean: 2.9690, std: 0.0000, sample size: 1,  global score, mean: 2.9690, std: 0.0000, sample size: 1
Score for 2B3P_new_64 from FASTA, mean: 2.9881, std: 0.0000, sample size: 1,  global score, mean: 2.9881, std: 0.0000, sample size: 1
Score for 2B3P_new_65 from FASTA, mean: 2.9447, std: 0.0000, sample size: 1,  global score, mean: 2.9447, std: 0.0000, sample size: 1
Score for 2B3P_new_66 from FASTA, mean: 2.9492, std: 0.0000, sample size: 1,  global score, mean: 2.9492, std: 0.0000, sample size: 1
Score for 2B3P_new_67 from FASTA, mean: 2.8825, std: 0.0000, sample size: 1,  global score, mean: 2.8825, std: 0.0000, sample size: 1
Score for 2B3P_new_68 from FASTA, mean: 2.9655, std: 0.0000, sample size: 1,  global score, mean: 2.9655, std: 0.0000, sample size: 1
Score for 2B3P_new_69 from FASTA, mean: 2.9890, std: 0.0000, sample size: 1,  global score, mean: 2.9890, std: 0.0000, sample size: 1
Score for 2B3P_new_70 from FASTA, mean: 2.9118, std: 0.0000, sample size: 1,  global score, mean: 2.9118, std: 0.0000, sample size: 1
Score for 2B3P_new_71 from FASTA, mean: 3.0288, std: 0.0000, sample size: 1,  global score, mean: 3.0288, std: 0.0000, sample size: 1
Score for 2B3P_new_72 from FASTA, mean: 2.9133, std: 0.0000, sample size: 1,  global score, mean: 2.9133, std: 0.0000, sample size: 1
Score for 2B3P_new_73 from FASTA, mean: 2.9642, std: 0.0000, sample size: 1,  global score, mean: 2.9642, std: 0.0000, sample size: 1
Score for 2B3P_new_74 from FASTA, mean: 2.9199, std: 0.0000, sample size: 1,  global score, mean: 2.9199, std: 0.0000, sample size: 1
Score for 2B3P_new_75 from FASTA, mean: 2.9428, std: 0.0000, sample size: 1,  global score, mean: 2.9428, std: 0.0000, sample size: 1
Score for 2B3P_new_76 from FASTA, mean: 2.9637, std: 0.0000, sample size: 1,  global score, mean: 2.9637, std: 0.0000, sample size: 1
Score for 2B3P_new_77 from FASTA, mean: 2.9790, std: 0.0000, sample size: 1,  global score, mean: 2.9790, std: 0.0000, sample size: 1
Score for 2B3P_new_78 from FASTA, mean: 2.9200, std: 0.0000, sample size: 1,  global score, mean: 2.9200, std: 0.0000, sample size: 1
Score for 2B3P_new_79 from FASTA, mean: 2.8896, std: 0.0000, sample size: 1,  global score, mean: 2.8896, std: 0.0000, sample size: 1
Score for 2B3P_new_80 from FASTA, mean: 2.8596, std: 0.0000, sample size: 1,  global score, mean: 2.8596, std: 0.0000, sample size: 1
Score for 2B3P_new_81 from FASTA, mean: 3.0973, std: 0.0000, sample size: 1,  global score, mean: 3.0973, std: 0.0000, sample size: 1
Score for 2B3P_new_82 from FASTA, mean: 2.9763, std: 0.0000, sample size: 1,  global score, mean: 2.9763, std: 0.0000, sample size: 1
Score for 2B3P_new_83 from FASTA, mean: 2.9218, std: 0.0000, sample size: 1,  global score, mean: 2.9218, std: 0.0000, sample size: 1
Score for 2B3P_new_84 from FASTA, mean: 3.0380, std: 0.0000, sample size: 1,  global score, mean: 3.0380, std: 0.0000, sample size: 1
Score for 2B3P_new_85 from FASTA, mean: 3.0191, std: 0.0000, sample size: 1,  global score, mean: 3.0191, std: 0.0000, sample size: 1
Score for 2B3P_new_86 from FASTA, mean: 2.9039, std: 0.0000, sample size: 1,  global score, mean: 2.9039, std: 0.0000, sample size: 1
Score for 2B3P_new_87 from FASTA, mean: 2.9641, std: 0.0000, sample size: 1,  global score, mean: 2.9641, std: 0.0000, sample size: 1
Score for 2B3P_new_88 from FASTA, mean: 2.9080, std: 0.0000, sample size: 1,  global score, mean: 2.9080, std: 0.0000, sample size: 1
Score for 2B3P_new_89 from FASTA, mean: 3.0040, std: 0.0000, sample size: 1,  global score, mean: 3.0040, std: 0.0000, sample size: 1
Score for 2B3P_new_90 from FASTA, mean: 2.9866, std: 0.0000, sample size: 1,  global score, mean: 2.9866, std: 0.0000, sample size: 1
Score for 2B3P_new_91 from FASTA, mean: 2.8910, std: 0.0000, sample size: 1,  global score, mean: 2.8910, std: 0.0000, sample size: 1
Score for 2B3P_new_92 from FASTA, mean: 2.9483, std: 0.0000, sample size: 1,  global score, mean: 2.9483, std: 0.0000, sample size: 1
Score for 2B3P_new_93 from FASTA, mean: 2.9003, std: 0.0000, sample size: 1,  global score, mean: 2.9003, std: 0.0000, sample size: 1
Score for 2B3P_new_94 from FASTA, mean: 2.9365, std: 0.0000, sample size: 1,  global score, mean: 2.9365, std: 0.0000, sample size: 1
Score for 2B3P_new_95 from FASTA, mean: 2.9912, std: 0.0000, sample size: 1,  global score, mean: 2.9912, std: 0.0000, sample size: 1
Score for 2B3P_new_96 from FASTA, mean: 2.9618, std: 0.0000, sample size: 1,  global score, mean: 2.9618, std: 0.0000, sample size: 1
Score for 2B3P_new_97 from FASTA, mean: 2.9304, std: 0.0000, sample size: 1,  global score, mean: 2.9304, std: 0.0000, sample size: 1
Score for 2B3P_new_98 from FASTA, mean: 2.9774, std: 0.0000, sample size: 1,  global score, mean: 2.9774, std: 0.0000, sample size: 1
Score for 2B3P_new_99 from FASTA, mean: 2.9176, std: 0.0000, sample size: 1,  global score, mean: 2.9176, std: 0.0000, sample size: 1
Score for 2B3P_new_100 from FASTA, mean: 2.9899, std: 0.0000, sample size: 1,  global score, mean: 2.9899, std: 0.0000, sample size: 1
Score for 2B3P_new_101 from FASTA, mean: 2.9633, std: 0.0000, sample size: 1,  global score, mean: 2.9633, std: 0.0000, sample size: 1
Score for 2B3P_new_102 from FASTA, mean: 2.9518, std: 0.0000, sample size: 1,  global score, mean: 2.9518, std: 0.0000, sample size: 1
Score for 2B3P_new_103 from FASTA, mean: 2.8998, std: 0.0000, sample size: 1,  global score, mean: 2.8998, std: 0.0000, sample size: 1
Score for 2B3P_new_104 from FASTA, mean: 3.0038, std: 0.0000, sample size: 1,  global score, mean: 3.0038, std: 0.0000, sample size: 1
Score for 2B3P_new_105 from FASTA, mean: 3.0489, std: 0.0000, sample size: 1,  global score, mean: 3.0489, std: 0.0000, sample size: 1
Score for 2B3P_new_106 from FASTA, mean: 2.9839, std: 0.0000, sample size: 1,  global score, mean: 2.9839, std: 0.0000, sample size: 1
Score for 2B3P_new_107 from FASTA, mean: 3.0061, std: 0.0000, sample size: 1,  global score, mean: 3.0061, std: 0.0000, sample size: 1
Score for 2B3P_new_108 from FASTA, mean: 3.0259, std: 0.0000, sample size: 1,  global score, mean: 3.0259, std: 0.0000, sample size: 1
Score for 2B3P_new_109 from FASTA, mean: 3.0021, std: 0.0000, sample size: 1,  global score, mean: 3.0021, std: 0.0000, sample size: 1
Score for 2B3P_new_110 from FASTA, mean: 3.0411, std: 0.0000, sample size: 1,  global score, mean: 3.0411, std: 0.0000, sample size: 1
Score for 2B3P_new_111 from FASTA, mean: 2.9241, std: 0.0000, sample size: 1,  global score, mean: 2.9241, std: 0.0000, sample size: 1
Score for 2B3P_new_112 from FASTA, mean: 2.9523, std: 0.0000, sample size: 1,  global score, mean: 2.9523, std: 0.0000, sample size: 1
Score for 2B3P_new_113 from FASTA, mean: 3.0396, std: 0.0000, sample size: 1,  global score, mean: 3.0396, std: 0.0000, sample size: 1
Score for 2B3P_new_114 from FASTA, mean: 2.9726, std: 0.0000, sample size: 1,  global score, mean: 2.9726, std: 0.0000, sample size: 1
Score for 2B3P_new_115 from FASTA, mean: 2.9884, std: 0.0000, sample size: 1,  global score, mean: 2.9884, std: 0.0000, sample size: 1
Score for 2B3P_new_116 from FASTA, mean: 3.0000, std: 0.0000, sample size: 1,  global score, mean: 3.0000, std: 0.0000, sample size: 1
Score for 2B3P_new_117 from FASTA, mean: 3.0215, std: 0.0000, sample size: 1,  global score, mean: 3.0215, std: 0.0000, sample size: 1
Score for 2B3P_new_118 from FASTA, mean: 3.0259, std: 0.0000, sample size: 1,  global score, mean: 3.0259, std: 0.0000, sample size: 1
Score for 2B3P_new_119 from FASTA, mean: 3.0146, std: 0.0000, sample size: 1,  global score, mean: 3.0146, std: 0.0000, sample size: 1
Score for 2B3P_new_120 from FASTA, mean: 2.9865, std: 0.0000, sample size: 1,  global score, mean: 2.9865, std: 0.0000, sample size: 1
Score for 2B3P_new_121 from FASTA, mean: 3.0095, std: 0.0000, sample size: 1,  global score, mean: 3.0095, std: 0.0000, sample size: 1
Score for 2B3P_new_122 from FASTA, mean: 3.0129, std: 0.0000, sample size: 1,  global score, mean: 3.0129, std: 0.0000, sample size: 1
Score for 2B3P_new_123 from FASTA, mean: 3.0597, std: 0.0000, sample size: 1,  global score, mean: 3.0597, std: 0.0000, sample size: 1
Score for 2B3P_new_124 from FASTA, mean: 2.9690, std: 0.0000, sample size: 1,  global score, mean: 2.9690, std: 0.0000, sample size: 1
Score for 2B3P_new_125 from FASTA, mean: 3.0422, std: 0.0000, sample size: 1,  global score, mean: 3.0422, std: 0.0000, sample size: 1
Score for 2B3P_new_126 from FASTA, mean: 2.9526, std: 0.0000, sample size: 1,  global score, mean: 2.9526, std: 0.0000, sample size: 1
Score for 2B3P_new_127 from FASTA, mean: 3.0890, std: 0.0000, sample size: 1,  global score, mean: 3.0890, std: 0.0000, sample size: 1
Score for 2B3P_new_128 from FASTA, mean: 2.9043, std: 0.0000, sample size: 1,  global score, mean: 2.9043, std: 0.0000, sample size: 1
Score for 2B3P_new_129 from FASTA, mean: 2.9239, std: 0.0000, sample size: 1,  global score, mean: 2.9239, std: 0.0000, sample size: 1
Score for 2B3P_new_130 from FASTA, mean: 2.9509, std: 0.0000, sample size: 1,  global score, mean: 2.9509, std: 0.0000, sample size: 1
Score for 2B3P_new_131 from FASTA, mean: 3.0788, std: 0.0000, sample size: 1,  global score, mean: 3.0788, std: 0.0000, sample size: 1
Score for 2B3P_new_132 from FASTA, mean: 3.0060, std: 0.0000, sample size: 1,  global score, mean: 3.0060, std: 0.0000, sample size: 1
Score for 2B3P_new_133 from FASTA, mean: 3.0421, std: 0.0000, sample size: 1,  global score, mean: 3.0421, std: 0.0000, sample size: 1
Score for 2B3P_new_134 from FASTA, mean: 2.9175, std: 0.0000, sample size: 1,  global score, mean: 2.9175, std: 0.0000, sample size: 1
Score for 2B3P_new_135 from FASTA, mean: 2.9487, std: 0.0000, sample size: 1,  global score, mean: 2.9487, std: 0.0000, sample size: 1
Score for 2B3P_new_136 from FASTA, mean: 3.0974, std: 0.0000, sample size: 1,  global score, mean: 3.0974, std: 0.0000, sample size: 1
Score for 2B3P_new_137 from FASTA, mean: 3.0428, std: 0.0000, sample size: 1,  global score, mean: 3.0428, std: 0.0000, sample size: 1
Score for 2B3P_new_138 from FASTA, mean: 3.0541, std: 0.0000, sample size: 1,  global score, mean: 3.0541, std: 0.0000, sample size: 1
Score for 2B3P_new_139 from FASTA, mean: 2.9223, std: 0.0000, sample size: 1,  global score, mean: 2.9223, std: 0.0000, sample size: 1
Score for 2B3P_new_140 from FASTA, mean: 3.0005, std: 0.0000, sample size: 1,  global score, mean: 3.0005, std: 0.0000, sample size: 1
Score for 2B3P_new_141 from FASTA, mean: 3.0420, std: 0.0000, sample size: 1,  global score, mean: 3.0420, std: 0.0000, sample size: 1
Score for 2B3P_new_142 from FASTA, mean: 2.9245, std: 0.0000, sample size: 1,  global score, mean: 2.9245, std: 0.0000, sample size: 1
Score for 2B3P_new_143 from FASTA, mean: 3.0295, std: 0.0000, sample size: 1,  global score, mean: 3.0295, std: 0.0000, sample size: 1
Score for 2B3P_new_144 from FASTA, mean: 3.0070, std: 0.0000, sample size: 1,  global score, mean: 3.0070, std: 0.0000, sample size: 1
Score for 2B3P_new_145 from FASTA, mean: 3.0633, std: 0.0000, sample size: 1,  global score, mean: 3.0633, std: 0.0000, sample size: 1
Score for 2B3P_new_146 from FASTA, mean: 3.0280, std: 0.0000, sample size: 1,  global score, mean: 3.0280, std: 0.0000, sample size: 1
Score for 2B3P_new_147 from FASTA, mean: 3.0124, std: 0.0000, sample size: 1,  global score, mean: 3.0124, std: 0.0000, sample size: 1
Score for 2B3P_new_148 from FASTA, mean: 3.0115, std: 0.0000, sample size: 1,  global score, mean: 3.0115, std: 0.0000, sample size: 1
Score for 2B3P_new_149 from FASTA, mean: 3.0464, std: 0.0000, sample size: 1,  global score, mean: 3.0464, std: 0.0000, sample size: 1
Score for 2B3P_new_150 from FASTA, mean: 2.9841, std: 0.0000, sample size: 1,  global score, mean: 2.9841, std: 0.0000, sample size: 1
Score for 2B3P_new_151 from FASTA, mean: 2.9650, std: 0.0000, sample size: 1,  global score, mean: 2.9650, std: 0.0000, sample size: 1
Score for 2B3P_new_152 from FASTA, mean: 2.9682, std: 0.0000, sample size: 1,  global score, mean: 2.9682, std: 0.0000, sample size: 1
Score for 2B3P_new_153 from FASTA, mean: 3.0187, std: 0.0000, sample size: 1,  global score, mean: 3.0187, std: 0.0000, sample size: 1
Score for 2B3P_new_154 from FASTA, mean: 3.0502, std: 0.0000, sample size: 1,  global score, mean: 3.0502, std: 0.0000, sample size: 1
Score for 2B3P_new_155 from FASTA, mean: 2.9188, std: 0.0000, sample size: 1,  global score, mean: 2.9188, std: 0.0000, sample size: 1
Score for 2B3P_new_156 from FASTA, mean: 2.9385, std: 0.0000, sample size: 1,  global score, mean: 2.9385, std: 0.0000, sample size: 1
Score for 2B3P_new_157 from FASTA, mean: 2.9894, std: 0.0000, sample size: 1,  global score, mean: 2.9894, std: 0.0000, sample size: 1
Score for 2B3P_new_158 from FASTA, mean: 3.0413, std: 0.0000, sample size: 1,  global score, mean: 3.0413, std: 0.0000, sample size: 1
Score for 2B3P_new_159 from FASTA, mean: 2.9551, std: 0.0000, sample size: 1,  global score, mean: 2.9551, std: 0.0000, sample size: 1
Score for 2B3P_new_160 from FASTA, mean: 2.9921, std: 0.0000, sample size: 1,  global score, mean: 2.9921, std: 0.0000, sample size: 1
Score for 2B3P_new_161 from FASTA, mean: 2.8805, std: 0.0000, sample size: 1,  global score, mean: 2.8805, std: 0.0000, sample size: 1
Score for 2B3P_new_162 from FASTA, mean: 3.0145, std: 0.0000, sample size: 1,  global score, mean: 3.0145, std: 0.0000, sample size: 1
Score for 2B3P_new_163 from FASTA, mean: 3.0076, std: 0.0000, sample size: 1,  global score, mean: 3.0076, std: 0.0000, sample size: 1
Score for 2B3P_new_164 from FASTA, mean: 3.0006, std: 0.0000, sample size: 1,  global score, mean: 3.0006, std: 0.0000, sample size: 1
Score for 2B3P_new_165 from FASTA, mean: 3.0668, std: 0.0000, sample size: 1,  global score, mean: 3.0668, std: 0.0000, sample size: 1
Score for 2B3P_new_166 from FASTA, mean: 2.9741, std: 0.0000, sample size: 1,  global score, mean: 2.9741, std: 0.0000, sample size: 1
Score for 2B3P_new_167 from FASTA, mean: 2.9896, std: 0.0000, sample size: 1,  global score, mean: 2.9896, std: 0.0000, sample size: 1
Score for 2B3P_new_168 from FASTA, mean: 2.9568, std: 0.0000, sample size: 1,  global score, mean: 2.9568, std: 0.0000, sample size: 1
Score for 2B3P_new_169 from FASTA, mean: 3.0266, std: 0.0000, sample size: 1,  global score, mean: 3.0266, std: 0.0000, sample size: 1
Score for 2B3P_new_170 from FASTA, mean: 2.9519, std: 0.0000, sample size: 1,  global score, mean: 2.9519, std: 0.0000, sample size: 1
Score for 2B3P_new_171 from FASTA, mean: 3.0193, std: 0.0000, sample size: 1,  global score, mean: 3.0193, std: 0.0000, sample size: 1
Score for 2B3P_new_172 from FASTA, mean: 3.0821, std: 0.0000, sample size: 1,  global score, mean: 3.0821, std: 0.0000, sample size: 1
Score for 2B3P_new_173 from FASTA, mean: 3.0529, std: 0.0000, sample size: 1,  global score, mean: 3.0529, std: 0.0000, sample size: 1
Score for 2B3P_new_174 from FASTA, mean: 3.0935, std: 0.0000, sample size: 1,  global score, mean: 3.0935, std: 0.0000, sample size: 1
Score for 2B3P_new_175 from FASTA, mean: 3.0585, std: 0.0000, sample size: 1,  global score, mean: 3.0585, std: 0.0000, sample size: 1
Score for 2B3P_new_176 from FASTA, mean: 3.0083, std: 0.0000, sample size: 1,  global score, mean: 3.0083, std: 0.0000, sample size: 1
Score for 2B3P_new_177 from FASTA, mean: 2.9999, std: 0.0000, sample size: 1,  global score, mean: 2.9999, std: 0.0000, sample size: 1
Score for 2B3P_new_178 from FASTA, mean: 2.9999, std: 0.0000, sample size: 1,  global score, mean: 2.9999, std: 0.0000, sample size: 1
Score for 2B3P_new_179 from FASTA, mean: 2.9433, std: 0.0000, sample size: 1,  global score, mean: 2.9433, std: 0.0000, sample size: 1
Score for 2B3P_new_180 from FASTA, mean: 3.0103, std: 0.0000, sample size: 1,  global score, mean: 3.0103, std: 0.0000, sample size: 1
Score for 2B3P_new_181 from FASTA, mean: 3.0429, std: 0.0000, sample size: 1,  global score, mean: 3.0429, std: 0.0000, sample size: 1
Score for 2B3P_new_182 from FASTA, mean: 3.0424, std: 0.0000, sample size: 1,  global score, mean: 3.0424, std: 0.0000, sample size: 1
Score for 2B3P_new_183 from FASTA, mean: 2.9257, std: 0.0000, sample size: 1,  global score, mean: 2.9257, std: 0.0000, sample size: 1
Score for 2B3P_new_184 from FASTA, mean: 3.0973, std: 0.0000, sample size: 1,  global score, mean: 3.0973, std: 0.0000, sample size: 1
Score for 2B3P_new_185 from FASTA, mean: 2.9640, std: 0.0000, sample size: 1,  global score, mean: 2.9640, std: 0.0000, sample size: 1
Score for 2B3P_new_186 from FASTA, mean: 3.0011, std: 0.0000, sample size: 1,  global score, mean: 3.0011, std: 0.0000, sample size: 1
Score for 2B3P_new_187 from FASTA, mean: 3.0141, std: 0.0000, sample size: 1,  global score, mean: 3.0141, std: 0.0000, sample size: 1
Score for 2B3P_new_188 from FASTA, mean: 2.9396, std: 0.0000, sample size: 1,  global score, mean: 2.9396, std: 0.0000, sample size: 1
Score for 2B3P_new_189 from FASTA, mean: 2.9684, std: 0.0000, sample size: 1,  global score, mean: 2.9684, std: 0.0000, sample size: 1
